cod_contrato,nombre_contrato,monto,contenido,condiciones_contrato,id_contrato,fecha_contrato,id_version,id_solicitud
487,Contrato de Soporte,47391.41,Se describen las responsabilidades mutuas en torno a contrato de soporte.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,487,2024-04-03,38,SOL-1139
488,Contrato de Suministro,3524.02,Se describen las responsabilidades mutuas en torno a contrato de suministro.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,488,2023-06-01,45,SOL-4428
489,Convenio de Licencia,38964.79,Se definen las obligaciones relativas a convenio de licencia y su cronograma.,Garantía de 12 meses para el servicio prestado. Actualización de precios anual previa negociación.,489,2021-07-22,15,SOL-3045
490,Acuerdo de Servicio,92460.27,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Actualización de precios anual previa negociación. Pago dentro de 30 días tras la recepción de la factura.,490,2022-03-31,26,SOL-5299
491,Contrato de Consultoría,90531.78,El objetivo principal es regular contrato de consultoría bajo las condiciones acordadas.,Actualización de precios anual previa negociación. Pago dentro de 30 días tras la recepción de la factura.,491,2022-01-01,49,SOL-7317
492,Convenio de Licencia,68460.21,Se definen las obligaciones relativas a convenio de licencia y su cronograma.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,492,2020-06-07,24,SOL-9535
493,Contrato de Mantenimiento,96657.19,Las partes acuerdan ejecutar contrato de mantenimiento según lo pactado.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,493,2020-10-01,33,SOL-2763
494,Contrato de Desarrollo,10197.19,Se describen las responsabilidades mutuas en torno a contrato de desarrollo.,Rescisión con preaviso de 60 días. Revisión trimestral de cumplimiento de KPI.,494,2024-12-17,32,SOL-6939
495,Contrato de Soporte,15955.45,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Confidencialidad y no divulgación de información. Pago dentro de 30 días tras la recepción de la factura.,495,2022-08-04,32,SOL-5201
496,Contrato de Compra-Venta,64991.93,Se definen las obligaciones relativas a contrato de compra-venta y su cronograma.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,496,2025-01-09,29,SOL-5573
497,Contrato de Consultoría,95759.42,Este contrato establece los términos para contrato de consultoría.,Revisión trimestral de cumplimiento de KPI. Confidencialidad y no divulgación de información.,497,2023-10-08,31,SOL-8914
498,Acuerdo de Servicio,45873.55,El objetivo principal es regular acuerdo de servicio bajo las condiciones acordadas.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,498,2020-12-16,41,SOL-8055
499,Contrato de Mantenimiento,59197.96,Las partes acuerdan ejecutar contrato de mantenimiento según lo pactado.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,499,2021-08-24,14,SOL-6770
500,Contrato de Desarrollo,38692.47,Las partes acuerdan ejecutar contrato de desarrollo según lo pactado.,Garantía de 12 meses para el servicio prestado. Confidencialidad y no divulgación de información.,500,2021-01-05,43,SOL-1657
501,Contrato de Distribución,98055.19,Las partes acuerdan ejecutar contrato de distribución según lo pactado.,Revisión trimestral de cumplimiento de KPI. Pago dentro de 30 días tras la recepción de la factura.,501,2021-10-21,35,SOL-7275
502,Contrato de Suministro,76232.78,Se definen las obligaciones relativas a contrato de suministro y su cronograma.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,502,2021-08-27,32,SOL-4459
503,Contrato de Distribución,60158.41,Se describen las responsabilidades mutuas en torno a contrato de distribución.,Pago dentro de 30 días tras la recepción de la factura. Confidencialidad y no divulgación de información.,503,2023-06-19,39,SOL-3233
504,Contrato de Compra-Venta,22049.7,El objetivo principal es regular contrato de compra-venta bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Penalización del 5% por retrasos en la entrega.,504,2020-09-03,5,SOL-6166
505,Contrato de Distribución,29848.69,Las partes acuerdan ejecutar contrato de distribución según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,505,2020-05-06,3,SOL-7597
506,Convenio de Licencia,28550.34,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Penalización del 5% por retrasos en la entrega. Pago dentro de 30 días tras la recepción de la factura.,506,2020-10-05,46,SOL-3679
507,Contrato de Desarrollo,11526.2,Se describen las responsabilidades mutuas en torno a contrato de desarrollo.,Revisión trimestral de cumplimiento de KPI. Rescisión con preaviso de 60 días.,507,2020-09-13,21,SOL-7497
508,Convenio de Licencia,91995.66,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Garantía de 12 meses para el servicio prestado. Revisión trimestral de cumplimiento de KPI.,508,2023-09-21,13,SOL-3417
509,Contrato de Arrendamiento,63158.78,Este contrato establece los términos para contrato de arrendamiento.,Penalización del 5% por retrasos en la entrega. Garantía de 12 meses para el servicio prestado.,509,2020-10-13,31,SOL-4281
510,Contrato de Desarrollo,87350.9,Las partes acuerdan ejecutar contrato de desarrollo según lo pactado.,Garantía de 12 meses para el servicio prestado. Revisión trimestral de cumplimiento de KPI.,510,2022-01-30,23,SOL-2653
511,Contrato de Suministro,34064.36,Este contrato establece los términos para contrato de suministro.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,511,2023-01-06,8,SOL-6935
512,Convenio de Licencia,80805.01,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Pago dentro de 30 días tras la recepción de la factura. Revisión trimestral de cumplimiento de KPI.,512,2021-02-25,1,SOL-8392
513,Contrato de Distribución,73144.64,Este contrato establece los términos para contrato de distribución.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,513,2023-10-20,6,SOL-2580
514,Contrato de Arrendamiento,79248.02,El objetivo principal es regular contrato de arrendamiento bajo las condiciones acordadas.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,514,2024-06-11,16,SOL-6201
515,Convenio de Licencia,42729.62,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Penalización del 5% por retrasos en la entrega. Garantía de 12 meses para el servicio prestado.,515,2025-04-14,28,SOL-4707
516,Contrato de Mantenimiento,80148.82,Se describen las responsabilidades mutuas en torno a contrato de mantenimiento.,Rescisión con preaviso de 60 días. Penalización del 5% por retrasos en la entrega.,516,2023-05-03,46,SOL-9290
517,Contrato de Distribución,8023.0,Las partes acuerdan ejecutar contrato de distribución según lo pactado.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,517,2020-10-09,8,SOL-1094
518,Contrato de Suministro,46162.83,Se definen las obligaciones relativas a contrato de suministro y su cronograma.,Rescisión con preaviso de 60 días. Penalización del 5% por retrasos en la entrega.,518,2022-05-05,11,SOL-1376
519,Acuerdo de Servicio,95775.38,Se definen las obligaciones relativas a acuerdo de servicio y su cronograma.,Rescisión con preaviso de 60 días. Confidencialidad y no divulgación de información.,519,2023-08-20,29,SOL-4572
520,Contrato de Compra-Venta,32747.87,El objetivo principal es regular contrato de compra-venta bajo las condiciones acordadas.,Penalización del 5% por retrasos en la entrega. Garantía de 12 meses para el servicio prestado.,520,2022-02-01,3,SOL-8884
521,Contrato de Distribución,75786.77,Se definen las obligaciones relativas a contrato de distribución y su cronograma.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,521,2021-03-02,48,SOL-9040
522,Contrato de Suministro,23572.3,Este contrato establece los términos para contrato de suministro.,Rescisión con preaviso de 60 días. Garantía de 12 meses para el servicio prestado.,522,2025-03-23,37,SOL-4402
523,Contrato de Soporte,24609.54,Este contrato establece los términos para contrato de soporte.,Garantía de 12 meses para el servicio prestado. Penalización del 5% por retrasos en la entrega.,523,2023-12-08,16,SOL-3962
524,Contrato de Consultoría,53446.6,El objetivo principal es regular contrato de consultoría bajo las condiciones acordadas.,Penalización del 5% por retrasos en la entrega. Rescisión con preaviso de 60 días.,524,2023-03-09,27,SOL-1381
525,Contrato de Arrendamiento,87974.31,Se definen las obligaciones relativas a contrato de arrendamiento y su cronograma.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,525,2025-01-02,41,SOL-7850
526,Contrato de Suministro,7436.87,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,526,2022-12-08,24,SOL-3967
527,Convenio de Licencia,43018.74,El objetivo principal es regular convenio de licencia bajo las condiciones acordadas.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,527,2024-09-19,1,SOL-5195
528,Contrato de Soporte,13561.88,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Confidencialidad y no divulgación de información.,528,2021-09-03,24,SOL-4076
529,Acuerdo de Servicio,36036.39,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Pago dentro de 30 días tras la recepción de la factura. Penalización del 5% por retrasos en la entrega.,529,2023-04-11,1,SOL-6415
530,Convenio de Licencia,42546.84,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,530,2024-02-29,1,SOL-6928
531,Contrato de Distribución,60428.75,Las partes acuerdan ejecutar contrato de distribución según lo pactado.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,531,2021-06-04,9,SOL-9030
532,Acuerdo de Servicio,64756.65,Las partes acuerdan ejecutar acuerdo de servicio según lo pactado.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,532,2024-04-25,39,SOL-5096
533,Contrato de Compra-Venta,78736.93,Se describen las responsabilidades mutuas en torno a contrato de compra-venta.,Confidencialidad y no divulgación de información. Penalización del 5% por retrasos en la entrega.,533,2021-11-06,46,SOL-1725
534,Contrato de Consultoría,89755.83,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,534,2023-08-30,20,SOL-7196
535,Contrato de Consultoría,13361.64,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Pago dentro de 30 días tras la recepción de la factura. Penalización del 5% por retrasos en la entrega.,535,2022-01-19,31,SOL-5216
536,Contrato de Compra-Venta,64864.41,El objetivo principal es regular contrato de compra-venta bajo las condiciones acordadas.,Revisión trimestral de cumplimiento de KPI. Confidencialidad y no divulgación de información.,536,2025-02-17,22,SOL-3701
537,Contrato de Distribución,67127.2,Se describen las responsabilidades mutuas en torno a contrato de distribución.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,537,2021-02-21,32,SOL-1063
538,Contrato de Suministro,8777.3,El objetivo principal es regular contrato de suministro bajo las condiciones acordadas.,Confidencialidad y no divulgación de información. Garantía de 12 meses para el servicio prestado.,538,2022-02-22,14,SOL-8059
539,Contrato de Consultoría,17844.37,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Actualización de precios anual previa negociación. Revisión trimestral de cumplimiento de KPI.,539,2023-09-18,50,SOL-5087
540,Contrato de Distribución,2492.85,Se describen las responsabilidades mutuas en torno a contrato de distribución.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,540,2020-08-29,31,SOL-4301
541,Contrato de Compra-Venta,64444.65,Las partes acuerdan ejecutar contrato de compra-venta según lo pactado.,Confidencialidad y no divulgación de información. Penalización del 5% por retrasos en la entrega.,541,2024-11-04,4,SOL-7349
542,Acuerdo de Servicio,56516.24,Se definen las obligaciones relativas a acuerdo de servicio y su cronograma.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,542,2024-03-06,8,SOL-8215
543,Contrato de Desarrollo,19470.49,Las partes acuerdan ejecutar contrato de desarrollo según lo pactado.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,543,2022-06-21,10,SOL-2268
544,Contrato de Mantenimiento,67699.3,Este contrato establece los términos para contrato de mantenimiento.,Pago dentro de 30 días tras la recepción de la factura. Revisión trimestral de cumplimiento de KPI.,544,2024-01-16,17,SOL-6423
545,Contrato de Soporte,10785.67,Este contrato establece los términos para contrato de soporte.,Revisión trimestral de cumplimiento de KPI. Penalización del 5% por retrasos en la entrega.,545,2023-08-09,19,SOL-1696
546,Contrato de Compra-Venta,6964.23,Se describen las responsabilidades mutuas en torno a contrato de compra-venta.,Revisión trimestral de cumplimiento de KPI. Rescisión con preaviso de 60 días.,546,2022-01-02,25,SOL-1433
547,Convenio de Licencia,86820.77,Este contrato establece los términos para convenio de licencia.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,547,2020-01-08,48,SOL-2629
548,Contrato de Soporte,22543.26,Se definen las obligaciones relativas a contrato de soporte y su cronograma.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,548,2021-01-11,33,SOL-6840
549,Contrato de Suministro,70580.77,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,549,2022-04-26,26,SOL-4102
550,Contrato de Arrendamiento,10088.8,El objetivo principal es regular contrato de arrendamiento bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Actualización de precios anual previa negociación.,550,2025-03-31,47,SOL-5372
551,Contrato de Consultoría,11153.58,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Actualización de precios anual previa negociación. Garantía de 12 meses para el servicio prestado.,551,2023-04-07,38,SOL-9593
552,Contrato de Arrendamiento,93655.5,Se describen las responsabilidades mutuas en torno a contrato de arrendamiento.,Penalización del 5% por retrasos en la entrega. Garantía de 12 meses para el servicio prestado.,552,2023-04-29,31,SOL-5032
553,Contrato de Desarrollo,51779.91,Se definen las obligaciones relativas a contrato de desarrollo y su cronograma.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,553,2022-05-29,43,SOL-6634
554,Acuerdo de Servicio,35359.05,Este contrato establece los términos para acuerdo de servicio.,Revisión trimestral de cumplimiento de KPI. Actualización de precios anual previa negociación.,554,2024-03-19,30,SOL-2280
555,Acuerdo de Servicio,70220.05,Este contrato establece los términos para acuerdo de servicio.,Actualización de precios anual previa negociación. Pago dentro de 30 días tras la recepción de la factura.,555,2020-06-07,35,SOL-5815
556,Contrato de Soporte,56849.92,Este contrato establece los términos para contrato de soporte.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,556,2020-01-03,6,SOL-8593
557,Contrato de Suministro,85751.63,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,557,2020-01-02,1,SOL-5262
558,Convenio de Licencia,29822.03,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Confidencialidad y no divulgación de información.,558,2023-10-17,28,SOL-9644
559,Contrato de Distribución,69561.37,El objetivo principal es regular contrato de distribución bajo las condiciones acordadas.,Confidencialidad y no divulgación de información. Pago dentro de 30 días tras la recepción de la factura.,559,2025-02-16,9,SOL-9782
560,Acuerdo de Servicio,65081.38,Este contrato establece los términos para acuerdo de servicio.,Revisión trimestral de cumplimiento de KPI. Penalización del 5% por retrasos en la entrega.,560,2024-12-31,4,SOL-5434
561,Contrato de Desarrollo,86123.28,Este contrato establece los términos para contrato de desarrollo.,Confidencialidad y no divulgación de información. Revisión trimestral de cumplimiento de KPI.,561,2020-10-01,10,SOL-8218
562,Contrato de Compra-Venta,63919.41,Se definen las obligaciones relativas a contrato de compra-venta y su cronograma.,Rescisión con preaviso de 60 días. Revisión trimestral de cumplimiento de KPI.,562,2020-02-13,17,SOL-7210
563,Contrato de Soporte,69208.51,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Penalización del 5% por retrasos en la entrega.,563,2022-10-09,12,SOL-2849
564,Convenio de Licencia,74585.39,El objetivo principal es regular convenio de licencia bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,564,2025-04-01,27,SOL-4868
565,Convenio de Licencia,75999.57,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Confidencialidad y no divulgación de información. Pago dentro de 30 días tras la recepción de la factura.,565,2024-09-19,46,SOL-7327
566,Acuerdo de Servicio,11264.81,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Rescisión con preaviso de 60 días. Revisión trimestral de cumplimiento de KPI.,566,2022-09-22,4,SOL-9361
567,Acuerdo de Servicio,66033.94,Se definen las obligaciones relativas a acuerdo de servicio y su cronograma.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,567,2022-02-05,34,SOL-2033
568,Convenio de Licencia,60064.91,El objetivo principal es regular convenio de licencia bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Revisión trimestral de cumplimiento de KPI.,568,2024-05-04,30,SOL-7949
569,Contrato de Desarrollo,2033.31,Las partes acuerdan ejecutar contrato de desarrollo según lo pactado.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,569,2023-07-15,24,SOL-5073
570,Contrato de Suministro,71479.05,Se definen las obligaciones relativas a contrato de suministro y su cronograma.,Garantía de 12 meses para el servicio prestado. Actualización de precios anual previa negociación.,570,2024-11-09,48,SOL-5622
571,Contrato de Soporte,31043.55,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,571,2022-11-25,34,SOL-9354
572,Acuerdo de Servicio,35545.47,Las partes acuerdan ejecutar acuerdo de servicio según lo pactado.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,572,2023-08-09,37,SOL-2897
573,Convenio de Licencia,57104.21,Se definen las obligaciones relativas a convenio de licencia y su cronograma.,Actualización de precios anual previa negociación. Revisión trimestral de cumplimiento de KPI.,573,2022-09-01,11,SOL-3483
574,Contrato de Suministro,19141.59,Se definen las obligaciones relativas a contrato de suministro y su cronograma.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,574,2021-10-16,40,SOL-1878
575,Contrato de Desarrollo,1725.43,El objetivo principal es regular contrato de desarrollo bajo las condiciones acordadas.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,575,2020-12-11,7,SOL-1661
576,Acuerdo de Servicio,51027.84,Las partes acuerdan ejecutar acuerdo de servicio según lo pactado.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,576,2022-08-18,45,SOL-2418
577,Convenio de Licencia,32339.87,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Garantía de 12 meses para el servicio prestado. Confidencialidad y no divulgación de información.,577,2024-08-01,22,SOL-8669
578,Contrato de Distribución,47034.93,Este contrato establece los términos para contrato de distribución.,Confidencialidad y no divulgación de información. Garantía de 12 meses para el servicio prestado.,578,2024-02-26,38,SOL-4530
579,Contrato de Compra-Venta,19287.75,Se describen las responsabilidades mutuas en torno a contrato de compra-venta.,Penalización del 5% por retrasos en la entrega. Garantía de 12 meses para el servicio prestado.,579,2021-11-02,13,SOL-2103
580,Contrato de Desarrollo,33859.62,Este contrato establece los términos para contrato de desarrollo.,Revisión trimestral de cumplimiento de KPI. Confidencialidad y no divulgación de información.,580,2022-03-18,5,SOL-9866
581,Acuerdo de Servicio,56794.17,Las partes acuerdan ejecutar acuerdo de servicio según lo pactado.,Actualización de precios anual previa negociación. Revisión trimestral de cumplimiento de KPI.,581,2022-11-21,24,SOL-2438
582,Contrato de Suministro,30098.01,Se describen las responsabilidades mutuas en torno a contrato de suministro.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,582,2023-02-05,4,SOL-6563
583,Contrato de Distribución,72105.99,Este contrato establece los términos para contrato de distribución.,Confidencialidad y no divulgación de información. Garantía de 12 meses para el servicio prestado.,583,2024-10-22,4,SOL-8661
584,Contrato de Suministro,28552.72,Se describen las responsabilidades mutuas en torno a contrato de suministro.,Pago dentro de 30 días tras la recepción de la factura. Confidencialidad y no divulgación de información.,584,2024-10-18,10,SOL-3077
585,Contrato de Compra-Venta,38373.96,Se definen las obligaciones relativas a contrato de compra-venta y su cronograma.,Actualización de precios anual previa negociación. Rescisión con preaviso de 60 días.,585,2023-10-01,35,SOL-6657
586,Acuerdo de Servicio,5550.75,Las partes acuerdan ejecutar acuerdo de servicio según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,586,2020-10-25,36,SOL-6011
587,Acuerdo de Servicio,84937.7,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,587,2024-10-10,45,SOL-5532
588,Contrato de Suministro,12766.73,El objetivo principal es regular contrato de suministro bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Confidencialidad y no divulgación de información.,588,2020-06-29,1,SOL-6455
589,Contrato de Consultoría,72280.08,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Actualización de precios anual previa negociación. Garantía de 12 meses para el servicio prestado.,589,2023-10-10,22,SOL-1153
590,Contrato de Desarrollo,84258.06,Se describen las responsabilidades mutuas en torno a contrato de desarrollo.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,590,2021-08-16,41,SOL-6897
591,Contrato de Compra-Venta,70636.74,Se describen las responsabilidades mutuas en torno a contrato de compra-venta.,Pago dentro de 30 días tras la recepción de la factura. Revisión trimestral de cumplimiento de KPI.,591,2023-02-19,46,SOL-5990
592,Contrato de Arrendamiento,9781.05,Las partes acuerdan ejecutar contrato de arrendamiento según lo pactado.,Penalización del 5% por retrasos en la entrega. Garantía de 12 meses para el servicio prestado.,592,2024-01-10,19,SOL-4169
593,Contrato de Consultoría,25966.04,El objetivo principal es regular contrato de consultoría bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Garantía de 12 meses para el servicio prestado.,593,2022-05-28,7,SOL-8020
594,Contrato de Consultoría,16497.62,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,594,2023-06-11,6,SOL-1626
595,Contrato de Consultoría,94806.67,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Confidencialidad y no divulgación de información. Pago dentro de 30 días tras la recepción de la factura.,595,2020-11-25,17,SOL-6231
596,Contrato de Mantenimiento,57475.86,Las partes acuerdan ejecutar contrato de mantenimiento según lo pactado.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,596,2020-03-14,12,SOL-6213
597,Contrato de Arrendamiento,22463.91,El objetivo principal es regular contrato de arrendamiento bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Actualización de precios anual previa negociación.,597,2023-05-23,19,SOL-4499
598,Contrato de Mantenimiento,66749.48,Este contrato establece los términos para contrato de mantenimiento.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,598,2020-11-19,29,SOL-8433
599,Contrato de Distribución,84437.02,El objetivo principal es regular contrato de distribución bajo las condiciones acordadas.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,599,2022-07-04,3,SOL-8615
600,Contrato de Suministro,76404.54,El objetivo principal es regular contrato de suministro bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,600,2021-10-26,48,SOL-1961
601,Contrato de Arrendamiento,56719.18,Se describen las responsabilidades mutuas en torno a contrato de arrendamiento.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,601,2023-01-11,10,SOL-9221
602,Contrato de Distribución,32090.47,Se definen las obligaciones relativas a contrato de distribución y su cronograma.,Pago dentro de 30 días tras la recepción de la factura. Revisión trimestral de cumplimiento de KPI.,602,2023-05-14,39,SOL-3830
603,Contrato de Mantenimiento,92260.66,Las partes acuerdan ejecutar contrato de mantenimiento según lo pactado.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,603,2023-07-01,9,SOL-2309
604,Acuerdo de Servicio,97665.68,Se definen las obligaciones relativas a acuerdo de servicio y su cronograma.,Garantía de 12 meses para el servicio prestado. Penalización del 5% por retrasos en la entrega.,604,2023-12-09,2,SOL-4796
605,Contrato de Compra-Venta,94222.13,Se describen las responsabilidades mutuas en torno a contrato de compra-venta.,Garantía de 12 meses para el servicio prestado. Penalización del 5% por retrasos en la entrega.,605,2020-11-11,23,SOL-7479
606,Acuerdo de Servicio,52077.18,Se definen las obligaciones relativas a acuerdo de servicio y su cronograma.,Revisión trimestral de cumplimiento de KPI. Penalización del 5% por retrasos en la entrega.,606,2021-11-16,24,SOL-8537
607,Contrato de Mantenimiento,58074.94,El objetivo principal es regular contrato de mantenimiento bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,607,2022-05-28,6,SOL-2302
608,Contrato de Soporte,76286.02,Las partes acuerdan ejecutar contrato de soporte según lo pactado.,Rescisión con preaviso de 60 días. Revisión trimestral de cumplimiento de KPI.,608,2024-10-26,20,SOL-8379
609,Contrato de Soporte,8211.29,Se definen las obligaciones relativas a contrato de soporte y su cronograma.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,609,2025-01-08,46,SOL-6045
610,Contrato de Consultoría,99650.28,El objetivo principal es regular contrato de consultoría bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Penalización del 5% por retrasos en la entrega.,610,2021-10-14,26,SOL-1266
611,Contrato de Arrendamiento,29141.22,El objetivo principal es regular contrato de arrendamiento bajo las condiciones acordadas.,Actualización de precios anual previa negociación. Rescisión con preaviso de 60 días.,611,2020-05-05,26,SOL-7257
612,Contrato de Soporte,95213.42,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Penalización del 5% por retrasos en la entrega. Pago dentro de 30 días tras la recepción de la factura.,612,2022-05-12,36,SOL-3277
613,Contrato de Compra-Venta,16385.07,Se definen las obligaciones relativas a contrato de compra-venta y su cronograma.,Revisión trimestral de cumplimiento de KPI. Pago dentro de 30 días tras la recepción de la factura.,613,2023-06-18,48,SOL-8862
614,Convenio de Licencia,92735.43,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,614,2023-04-01,11,SOL-1070
615,Contrato de Soporte,64697.2,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,615,2023-02-18,4,SOL-2398
616,Acuerdo de Servicio,76794.61,Este contrato establece los términos para acuerdo de servicio.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,616,2020-04-13,37,SOL-1552
617,Contrato de Distribución,99561.81,Las partes acuerdan ejecutar contrato de distribución según lo pactado.,Penalización del 5% por retrasos en la entrega. Garantía de 12 meses para el servicio prestado.,617,2024-05-21,32,SOL-3877
618,Convenio de Licencia,34669.99,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Revisión trimestral de cumplimiento de KPI. Confidencialidad y no divulgación de información.,618,2025-03-27,17,SOL-9679
619,Convenio de Licencia,41354.54,Se definen las obligaciones relativas a convenio de licencia y su cronograma.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,619,2021-10-30,37,SOL-8376
620,Contrato de Compra-Venta,64019.49,Este contrato establece los términos para contrato de compra-venta.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,620,2023-01-16,46,SOL-1637
621,Convenio de Licencia,97962.31,Este contrato establece los términos para convenio de licencia.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,621,2023-04-28,13,SOL-2802
622,Contrato de Consultoría,22192.59,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Actualización de precios anual previa negociación. Rescisión con preaviso de 60 días.,622,2024-12-03,2,SOL-7997
